SSRMEET_SUN_DAY,SSRMEET_MON_DAY,SSRMEET_TUE_DAY,SSRMEET_WED_DAY,SSRMEET_THU_DAY,SSRMEET_FRI_DAY,SSRMEET_SAT_DAY,Campus,CRN,Subject,CourseNumber,SectNumber,MeetingTimeGroup,CrosslistGroup,CourseTitle,Instructor,RoomCapacity,ActualEnrollment,SeatsAvailable,BeginTime,EndTime,Building,Room
,,T,,,,,CHICAGO CAMPUS,11929,HOSM,460,1,Day,,GRADUATE SEMINAR IN LODGING,,16,0,15,1400,1630,Wabash Building,1109
,,T,,,,,CHICAGO CAMPUS,11041,HRM,311,1,Day,,HUMAN RESOURCE MANAGEMENT,,16,0,35,800,1030,Wabash Building,1109
,,,,R,,,CHICAGO CAMPUS,11044,HRM,321,1,Day,,RECRUITING AND STAFFING,,24,0,35,1100,1330,Wabash Building,1212
,M,,,,,,CHICAGO CAMPUS,14539,HRM,400,1,Day,,STRATEGIC ISSUES HUMAN RESOURC,,16,0,30,1400,1630,Wabash Building,1109
,M,,,,,,CHICAGO CAMPUS,14536,HRM,431,10,Evening,,HR ANALYTICS,,45,0,30,1800,2030,Wabash Building,616
,,T,,,,,CHICAGO CAMPUS,14283,HSAD,451,1,Day,,INTRO TO HEALTH SERVICE,,24,0,30,1300,1600,Wabash Building,416
,,T,,R,,,CHICAGO CAMPUS,11426,IMC,202,1,Day,,IMC PRINCIPLES/BEST PRACTICES,,50,0,35,1100,1215,Auditorium Building,320
,M,,,,,,CHICAGO CAMPUS,11103,IMC,440,10,Evening,,MKTG COMMUNICATIONS RESEARCH,,32,0,25,1800,2030,Wabash Building,1214
,,,,R,,,CHICAGO CAMPUS,13908,IMC,446,10,Evening,,BRAND PLANNING AND MSG STRAT,,20,0,30,1800,2030,Auditorium Building,362
,M,,,,,,CHICAGO CAMPUS,11053,INFS,330,1,Day,,MANAGEMENT INFORMATION SYSTEMS,,76,0,40,1400,1630,Wabash Building,911
,,,W,,,,CHICAGO CAMPUS,14497,INFS,401,10,Evening,,INFORMATION MANAGEMENT,,16,0,40,1800,2030,Auditorium Building,516
,M,,,,,,CHICAGO CAMPUS,14547,INFS,412,1,Day,,DATABASE SYSTEMS,,24,0,35,1400,1630,Wabash Building,1212
,M,,,,,,CHICAGO CAMPUS,14102,INFS,412,10,Evening,,DATABASE SYSTEMS,,78,0,35,1800,2030,Wabash Building,1111
,M,,,,,,CHICAGO CAMPUS,12803,INFS,413,10,Evening,,DATA ANALYTICS & MANAGEMENT,,78,0,35,1800,2030,Wabash Building,1111
,,T,,,,,CHICAGO CAMPUS,14103,INFS,415,1,Day,,BUS ANALYTICS & STAT INFER MOD,,45,0,35,1400,1630,Wabash Building,616
,,T,,,,,CHICAGO CAMPUS,14496,INFS,417,1,Day,,PREDICTIVE BUS DATA ANALYTICS,,32,0,40,1400,1630,Wabash Building,1015
,,,,R,,,CHICAGO CAMPUS,14450,INFS,420,10,Evening,,DATA VISUALIZATION,,24,0,40,1800,2030,Wabash Building,1019
,,,,R,,,CHICAGO CAMPUS,14451,INFS,422,10,Evening,,BUSINESS ANALYTICS CAPSTONE,,77,0,40,1800,2030,Wabash Building,1016
,M,,W,,,,CHICAGO CAMPUS,11240,ITAL,101,1,Day,,BEGINNING ITALIAN I,,19,0,25,1230,1345,Auditorium Building,308
,M,,W,,F,,CHICAGO CAMPUS,10016,JAZZ,210,1,Day,,JAZZ THEORY I,,20,0,20,930,1030,Auditorium Building,601
,M,,,,,,CHICAGO CAMPUS,14611,JAZZ,211,1,Day,,ESSENTIALS OF JAZZ I,,5,0,30,1230,1320,Auditorium Building,927D
,,T,,,,,CHICAGO CAMPUS,10095,JAZZ,243,1,Day,,JAZZ PIANO TECHNIQUES I,,30,0,16,1230,1330,Auditorium Building,614
,M,,W,,,,CHICAGO CAMPUS,11476,JAZZ,305,1,Day,,COMPOSITION & ARRANGING I,,20,0,30,930,1045,Auditorium Building,925
,,,,R,,,CHICAGO CAMPUS,11484,JAZZ,310,1,Day,,JAZZ FORUM,,30,0,50,1400,1530,Auditorium Building,964
,M,,W,,,,CHICAGO CAMPUS,12497,JAZZ,331,1,Day,,IMPROVISATION I,,15,0,30,1100,1150,Auditorium Building,927B
,,T,,R,,,CHICAGO CAMPUS,13576,JMS,203,1,Day,,INTRODUCTION TO MEDIA THEORY,,18,0,18,1230,1345,Auditorium Building,360
,,T,,R,,,CHICAGO CAMPUS,12477,JMS,219,1,Day,,INTRO TO MULTIMEDIA PRODUCTION,,20,0,16,1100,1215,Auditorium Building,362
,,,,R,,,CHICAGO CAMPUS,12479,JMS,351,1,Day,,PUBLIC OPINION & PROPAGANDA,,18,0,30,1400,1630,Auditorium Building,360
,M,,,,,,CHICAGO CAMPUS,12114,MAS,301,99,Day,,BMA COLLOQUIUM (HON),,25,0,25,1230,1345,Auditorium Building,762
,M,,W,,,,CHICAGO CAMPUS,10812,MAS,401,1,Day,,TEXT & ACT: INTRO GRAD MUSIC,,30,0,15,930,1045,Auditorium Building,644
,,T,,R,,,CHICAGO CAMPUS,11254,MAS,401,2,Day,,TEXT & ACT: INTRO GRAD MUSIC,,32,0,15,930,1045,Wabash Building,1214
,,T,,R,,,CHICAGO CAMPUS,14210,MAS,461,1,Day,,Constructing Musical Monuments,,16,0,15,1100,1215,Auditorium Building,724
,M,,W,,,,CHICAGO CAMPUS,13945,MAS,473,1,Day,,MUSICAL STORYTELLING VIA DUETS,,40,0,15,1230,1345,Auditorium Building,907
,M,,,,,,CHICAGO CAMPUS,14620,MAS,480,1,Day,,TOP:ON PERFORMANCE,,16,0,15,930,1200,Auditorium Building,724
,,T,,R,,,CHICAGO CAMPUS,12541,MATH,10,1,Day,,MATHEMATICAL FOUNDATIONS,,40,0,24,930,1045,Auditorium Building,406
,M,,W,,,,CHICAGO CAMPUS,14572,MATH,10,01A,Day,,MATHEMATICAL FOUNDATIONS,,24,0,24,1230,1345,Auditorium Building,410
,,T,,R,,,CHICAGO CAMPUS,12542,MATH,10,2,Day,,MATHEMATICAL FOUNDATIONS,,30,0,24,1100,1215,Auditorium Building,310
,,T,,R,,,CHICAGO CAMPUS,13275,MATH,10,02A,Day,,MATHEMATICAL FOUNDATIONS,,24,0,24,1230,1345,Auditorium Building,410
,M,,W,,,,CHICAGO CAMPUS,12543,MATH,10,3,Day,,MATHEMATICAL FOUNDATIONS,,30,0,24,1100,1215,Auditorium Building,310
,M,,W,,,,CHICAGO CAMPUS,14574,MATH,10,03A,Day,,MATHEMATICAL FOUNDATIONS,,24,0,24,1400,1515,Auditorium Building,410
,M,,W,,,,CHICAGO CAMPUS,12544,MATH,10,4,Day,,MATHEMATICAL FOUNDATIONS,,30,0,24,1230,1345,Auditorium Building,310
,M,,W,,,,CHICAGO CAMPUS,12545,MATH,10,5,Day,,MATHEMATICAL FOUNDATIONS,,30,0,24,930,1045,Auditorium Building,310
,,T,,R,,,CHICAGO CAMPUS,14587,MATH,10,05A,Day,,MATHEMATICAL FOUNDATIONS,,24,0,24,1100,1215,Auditorium Building,410
,M,,W,,,,CHICAGO CAMPUS,13175,MATH,10,6,Day,,MATHEMATICAL FOUNDATIONS,,30,0,24,1400,1515,Auditorium Building,310
,M,,W,,,,CHICAGO CAMPUS,13338,MATH,10,8,Day,,MATHEMATICAL FOUNDATIONS,,40,0,24,1400,1515,Auditorium Building,811
,,T,,R,,,CHICAGO CAMPUS,13764,MATH,10,08A,Day,,MATHEMATICAL FOUNDATIONS,,30,0,24,1100,1215,Auditorium Building,403A
,M,,W,,,,CHICAGO CAMPUS,12937,MATH,21,1,Day,,ALGEBRAIC FOUNDATIONS,,30,0,24,1230,1345,Auditorium Building,403A
,M,,W,,,,CHICAGO CAMPUS,12938,MATH,21,2,Day,,ALGEBRAIC FOUNDATIONS,,30,0,24,1100,1215,Auditorium Building,403A
,M,,W,,,,CHICAGO CAMPUS,13782,MATH,21,3,Day,,ALGEBRAIC FOUNDATIONS,,30,0,24,1230,1345,Auditorium Building,644
,,T,,R,,,CHICAGO CAMPUS,12346,MATH,105,1,Day,,FOUNDATIONS OF ARITHMETIC,,19,0,24,1100,1215,Auditorium Building,308
,M,,W,,,,CHICAGO CAMPUS,11144,MATH,110,1,Day,,QUANTITATIVE LITERACY,,40,0,24,1230,1345,Auditorium Building,406
,M,,W,,,,CHICAGO CAMPUS,13174,MATH,110,01A,Day,,QUANTITATIVE LITERACY,,40,0,24,1100,1215,Auditorium Building,406
,M,,W,,,,CHICAGO CAMPUS,12342,MATH,110,2,Day,,QUANTITATIVE LITERACY,,25,0,24,1100,1215,Auditorium Building,1011
,,T,,R,,,CHICAGO CAMPUS,14575,MATH,110,02A,Day,,QUANTITATIVE LITERACY,,40,0,24,1230,1345,Auditorium Building,406
,,T,,R,,,CHICAGO CAMPUS,11145,MATH,110,3,Day,,QUANTITATIVE LITERACY,,40,0,24,1400,1515,Auditorium Building,406
,M,,W,,,,CHICAGO CAMPUS,12284,MATH,110,5,Day,,QUANTITATIVE LITERACY,,25,0,24,930,1045,Auditorium Building,1011
,,T,,R,,,CHICAGO CAMPUS,12343,MATH,110,6,Day,,QUANTITATIVE LITERACY,,25,0,24,1100,1215,Auditorium Building,1011
,,T,,R,,,CHICAGO CAMPUS,13173,MATH,110,8,Day,,QUANTITATIVE LITERACY,,25,0,24,930,1045,Auditorium Building,1011
,M,,W,,,,CHICAGO CAMPUS,11148,MATH,121,1,Day,,COLLEGE ALGEBRA,,50,0,30,930,1045,Auditorium Building,528
,,T,,R,,,CHICAGO CAMPUS,14576,MATH,121,2,Day,,COLLEGE ALGEBRA,,40,0,30,930,1045,Auditorium Building,811
,,T,,R,,,CHICAGO CAMPUS,11150,MATH,121,3,Day,,COLLEGE ALGEBRA,,40,0,30,1100,1215,Auditorium Building,430
,,T,,R,,,CHICAGO CAMPUS,14694,MATH,121,5,Day,,COLLEGE ALGEBRA,,30,0,30,1400,1515,Auditorium Building,310
,M,,W,,,,CHICAGO CAMPUS,11152,MATH,122,1,Day,,TRIGONOMETRY AND PRECALCULUS,,26,0,30,930,1045,Auditorium Building,414
,,T,,R,,,CHICAGO CAMPUS,11153,MATH,122,2,Day,,TRIGONOMETRY AND PRECALCULUS,,40,0,30,930,1045,Auditorium Building,430
,,,,,F,,CHICAGO CAMPUS,11156,MATH,231,1,Day,,CALCULUS I,,40,0,30,905,1045,Auditorium Building,811
,M,,W,,,,CHICAGO CAMPUS,11156,MATH,231,1,Day,,CALCULUS I,,40,0,30,930,1045,Auditorium Building,811
,M,,W,,,,CHICAGO CAMPUS,13889,MATH,233,1,Day,,CALCULUS III,,18,0,30,930,1045,Auditorium Building,514
,M,,W,,,,CHICAGO CAMPUS,11583,MATH,245,1,Day,,DISCRETE STRUCTURES,,77,0,30,1400,1515,Wabash Building,1016
,,,W,,,,CHICAGO CAMPUS,11584,MATH,290,1,Day,,INTRO TO PROOF,,18,0,30,1230,1345,Auditorium Building,514
,,T,,R,,,CHICAGO CAMPUS,10634,ME,154,1,Day,,STRING TECHNIQUES,,30,0,15,800,850,Auditorium Building,964
,,,W,,,,CHICAGO CAMPUS,10635,ME,200,1,Day,,MUSIC EDUCATION LAB,,30,0,30,1230,1330,Auditorium Building,610
,M,,W,,,,CHICAGO CAMPUS,13035,ME,243,1,Day,,ELEMENTS OF CONDUCTING,,94,0,25,800,915,Wabash Building,611
,,T,,R,,,CHICAGO CAMPUS,13572,ME,313,1,Day,,INST METH FOR ELEM/JUNIOR HIGH,,20,0,15,930,1045,Auditorium Building,925
,,T,,R,,,CHICAGO CAMPUS,12915,ME,351,1,Day,,ISSUES IN MUSIC EDUCATION,,30,0,30,1230,1345,Auditorium Building,610
,,,,,F,,CHICAGO CAMPUS,12916,ME,352,10,Day,,SECONDARY GEN MUSIC METHODS,,30,0,15,915,1100,Auditorium Building,964
,M,,,,,,CHICAGO CAMPUS,11060,MGMT,300,1,Day,,OPERATIONS MANAGEMENT,,32,0,40,1100,1215,Wabash Building,1214
,,T,,R,,,CHICAGO CAMPUS,11593,MGMT,308,1,Day,,ETHICAL LEADERSHIP AND CSR,,76,0,30,930,1045,Wabash Building,911
,,,W,,,,CHICAGO CAMPUS,11064,MGMT,358,1,Day,,ORGANIZATIONAL BEHAVIOR,,50,0,35,800,1030,Auditorium Building,420
,M,,,,,,CHICAGO CAMPUS,11067,MGMT,360,10,Evening,,SURVEY OF INTERNATIONAL BUS,,24,0,30,1800,2030,Wabash Building,1215
,M,,,,,,CHICAGO CAMPUS,11068,MGMT,380,10,Evening,,BUSINESS POLICY AND STRATEGY,,16,0,30,1800,2030,Wabash Building,1109
,,,,R,,,CHICAGO CAMPUS,12851,MGMT,423,1,Day,,PEOPLE MGMT & ORG BEHAVIOR,,32,0,30,1400,1630,Wabash Building,1214
,,,,R,,,CHICAGO CAMPUS,11077,MGMT,489,11,Evening,,STRATEGIC MANAGEMENT,,32,0,30,1800,2030,Wabash Building,1214
,,T,,,,,CHICAGO CAMPUS,11080,MKTG,302,1,Day,,PRINCIPLES OF MARKETING,,50,0,40,1100,1215,Auditorium Building,426
,,T,,,,,CHICAGO CAMPUS,11083,MKTG,406,10,Evening,,MKTG STRAT: THEORY & PRACTICE,,94,0,35,1800,2030,Wabash Building,611
,M,,,,,,CHICAGO CAMPUS,11425,MKTG,425,10,Evening,,COMM & CONSUMER BEHAVIOR,,32,0,35,1800,2030,Wabash Building,1015
,,T,,R,,,CHICAGO CAMPUS,12761,MPE,361,1,Day,,PIANO PEDAGOGY I,,25,0,10,1230,1345,Auditorium Building,713
,M,,,,,,CHICAGO CAMPUS,13396,MPE,440,1,Day,,SUZUKI PEDAGOGY I (VLN/VLA),,16,0,25,1045,1115,Auditorium Building,652
,,,W,,,,CHICAGO CAMPUS,13591,MPE,442,1,Day,,SUZUKI PEDAGOGY III (VLN),,16,0,10,1115,1345,Auditorium Building,652
,M,,W,,,,CHICAGO CAMPUS,14629,MTHR,320,1,Day,,ACTING FOR THE MUSICAL STAGE I,,60,0,25,1530,1800,218 S. Wabash,306
,M,,W,,,,CHICAGO CAMPUS,14630,MTHR,320,2,Day,,ACTING FOR THE MUSICAL STAGE I,,60,0,25,1230,1500,218 S. Wabash,306
,,T,,R,,,CHICAGO CAMPUS,14632,MTHR,322,1,Day,,ACTING FOR MUSICAL STAGE III,,60,0,25,1530,1800,218 S. Wabash,306
,,T,,R,,,CHICAGO CAMPUS,14633,MTHR,326,1,Day,,ENSEMBLE FOR MUSICAL STAGE I,,60,0,25,1530,1700,218 S. Wabash,305
,,T,,R,,,CHICAGO CAMPUS,10801,MUHL,386,1,Day,,OVERVIEW OF MUSIC HISTORY,,40,0,60,1100,1215,Auditorium Building,907
,,T,,R,,,CHICAGO CAMPUS,12504,MUS,120,1,Day,,BEGINNING VOICE,,62,0,16,1230,1345,Auditorium Building,730
,M,,,,,,CHICAGO CAMPUS,13713,MUS,150,1,Evening,,LAKERS BAND ENSEMBLE,,150,0,100,1700,2000,Auditorium Building,178
,M,,W,,,,CHICAGO CAMPUS,13714,MUS,151,1,Day,,LAKERS CHOIR ENSEMBLE,,40,0,100,1630,1800,Auditorium Building,907
,,T,,R,,,CHICAGO CAMPUS,13718,MUS,155,1,Day,,LAKERS JAZZ ENSEMBLE,,20,0,100,1530,1700,Auditorium Building,925
,,,,,F,,CHICAGO CAMPUS,10694,MUSC,121A,2,Day,,MUSICIANSHIP I:WRITTEN SKILLS,,62,0,20,800,900,Auditorium Building,730
,M,,W,,,,CHICAGO CAMPUS,10694,MUSC,121A,2,Day,,MUSICIANSHIP I:WRITTEN SKILLS,,62,0,20,930,1030,Auditorium Building,730
,,T,,R,,,CHICAGO CAMPUS,10703,MUSC,121C,1,Day,,MUSICIANSHIP I:PIANO SKILLS,,30,0,16,800,900,Auditorium Building,614
,,T,,R,,,CHICAGO CAMPUS,10704,MUSC,121C,2,Day,,MUSICIANSHIP I:PIANO SKILLS,,30,0,12,930,1030,Auditorium Building,614
,,T,,R,,,CHICAGO CAMPUS,14637,MUSC,123,1,Day,,MUSICIANSHIP I: PIANO SKILLS,,25,0,16,800,850,Auditorium Building,713
,,T,,R,,,CHICAGO CAMPUS,14638,MUSC,123,2,Day,,MUSICIANSHIP I: PIANO SKILLS,,25,0,16,930,1020,Auditorium Building,713
,,T,,R,,,CHICAGO CAMPUS,14639,MUSC,221,1,Day,,MUSICIANSHIP III WRITTEN/AURAL,,62,0,25,930,1045,Auditorium Building,730
,M,,W,,,,CHICAGO CAMPUS,14640,MUSC,223,1,Day,,MUSICIANSHIP III:PIANO SKILLS,,25,0,16,800,850,Auditorium Building,713
,M,,W,,,,CHICAGO CAMPUS,14641,MUSC,223,2,Day,,MUSICIANSHIP III:PIANO SKILLS,,25,0,16,930,1020,Auditorium Building,713
,,T,,,,,CHICAGO CAMPUS,13236,NURS,100,10,Day,,FOUNDATIONS OF PROF NURSING,,50,0,29,1400,1630,Auditorium Building,628
,,,,,F,,CHICAGO CAMPUS,13228,NURS,231,1,Day,,NURSING ASSESS,,24,0,10,800,1000,Auditorium Building,534
,,,,,F,,CHICAGO CAMPUS,13287,NURS,231,2,Day,,NURSING ASSESS,,24,0,10,1030,1230,Auditorium Building,534
,,,,,F,,CHICAGO CAMPUS,13287,NURS,231,2,Day,,NURSING ASSESS,,50,0,10,1030,1230,Auditorium Building,528
,,,,,F,,CHICAGO CAMPUS,13545,NURS,231,3,Day,,NURSING ASSESS,,24,0,10,1300,1500,Auditorium Building,534
,,,,,F,,CHICAGO CAMPUS,13545,NURS,231,3,Day,,NURSING ASSESS,,50,0,10,1300,1500,Auditorium Building,528
,M,,W,,,,CHICAGO CAMPUS,13230,NURS,270,01A,Day,,PSY HEALTH NURSING (LECT),,32,0,29,1400,1630,Auditorium Building,524
,,,,,F,,CHICAGO CAMPUS,13231,NURS,271,1,Day,,NURS ASSESS1,,32,0,29,1000,1200,Auditorium Building,524
,M,,W,,,,CHICAGO CAMPUS,13240,NURS,310,1,Day,,RESEARCH METHODS FOR HEALTHCAR,,32,0,22,1230,1345,Auditorium Building,524
,M,,W,,,,CHICAGO CAMPUS,13233,NURS,340,01A,Day,,ADULT MED NURS3 (LECT),,16,0,22,900,1130,Auditorium Building,516
,,T,,,,,CHICAGO CAMPUS,13305,NURS,341,2,Day,,NURS ASSESS5,,24,0,6,1030,1230,Auditorium Building,534
,,T,,,,,CHICAGO CAMPUS,13306,NURS,341,3,Day,,NURS ASSESS5,,16,0,6,1330,1530,Auditorium Building,518
,M,,W,,,,CHICAGO CAMPUS,13929,NURS,360,1,Day,,ADULT MED/SURGICAL: NURS IV,,16,0,22,900,1130,Auditorium Building,516
,,T,,,,,CHICAGO CAMPUS,13310,NURS,361,2,Day,,NURSING ASSESSMENT VI,,24,0,6,1030,1230,Auditorium Building,534
,,T,,,,,CHICAGO CAMPUS,13311,NURS,361,3,Day,,NURSING ASSESSMENT VI,,24,0,6,1330,1530,Auditorium Building,534
,,T,,,,,CHICAGO CAMPUS,14098,PADM,400,1,Evening,,PUBLIC SERVICE IN THE U.S.,"Schuh, Anna",30,0,25,1800,2030,Wabash Building,609
,,,W,,,,CHICAGO CAMPUS,13553,PADM,405,10,Evening,,PUBLIC BUDGET & FINANCIAL MGT,"Martire, Ralph",16,0,20,1800,2030,Auditorium Building,518
,M,,W,,,,CHICAGO CAMPUS,14642,PAID,101,1,Day,,INTRO TO PERFORMING ART TECH,,30,0,20,1100,1150,Auditorium Building,610
,,,,,F,,CHICAGO CAMPUS,14733,PAID,101,01A,Day,,INTRO TO PERFORMING ART TECH,,30,0,40,1330,1510,Auditorium Building,610
,,T,,R,,,CHICAGO CAMPUS,14643,PAID,101,2,Day,,INTRO TO PERFORMING ART TECH,,30,0,20,1100,1150,Auditorium Building,610
,,T,,R,,,CHICAGO CAMPUS,14644,PAID,101,3,Day,,INTRO TO PERFORMING ART TECH,,30,0,20,1400,1450,Auditorium Building,610
,M,,W,,,,CHICAGO CAMPUS,14645,PAID,101,4,Day,,INTRO TO PERFORMING ART TECH,,30,0,20,1100,1150,Auditorium Building,610
,,T,,R,,,CHICAGO CAMPUS,14646,PAID,101,5,Day,,INTRO TO PERFORMING ART TECH,,30,0,20,1100,1150,Auditorium Building,610
,,,,,F,,CHICAGO CAMPUS,14731,PAID,101,7,Day,,INTRO TO PERFORMING ART TECH,,30,0,40,900,1040,Auditorium Building,610
,,,,,F,,CHICAGO CAMPUS,14732,PAID,101,8,Day,,INTRO TO PERFORMING ART TECH,,30,0,40,1050,1230,Auditorium Building,610
,M,,W,,,,CHICAGO CAMPUS,14648,PAID,301,1,Day,,MUSIC TECHNOLOGY I,,16,0,25,1400,1515,Auditorium Building,616
,,T,,R,,,CHICAGO CAMPUS,11365,PARA,101,1,Day,,WHAT IS LAW?,,45,0,30,1230,1345,Wabash Building,616
,,T,,R,,,CHICAGO CAMPUS,13797,PARA,101,2,Day,,WHAT IS LAW?,,30,0,30,1400,1515,Wabash Building,609
,,T,,,,,CHICAGO CAMPUS,11837,PERF,131,1,Day,,APPLIED KEYBOARD SKILLS I,,25,0,16,1630,1815,Auditorium Building,713
,M,,W,,,,CHICAGO CAMPUS,10810,PERF,211,1,Day,,LANG SKILLS FOR SINGERS I,,16,0,25,930,1030,Auditorium Building,652
,M,,W,,,,CHICAGO CAMPUS,10767,PERF,240,1,Day,,ELEMENTS OF CONDUCTING,,106,0,15,800,900,Wabash Building,612
,M,,W,,,,CHICAGO CAMPUS,11483,PERF,311,1,Day,,LANG. SKILLS FOR SINGERS III,,48,0,15,1230,1330,Auditorium Building,662
,M,,W,,,,CHICAGO CAMPUS,14651,PERF,340,1,Day,,THE BUSINESS OF MUSIC,,5,0,40,930,1045,Auditorium Building,927D
,,,,,F,,CHICAGO CAMPUS,11278,PERF,370,1,Day,,BRASS PERFORMANCE CLASS,,150,0,50,1230,1400,Auditorium Building,178
,,,,,F,,CHICAGO CAMPUS,11391,PERF,376,1,Day,,WOODWIND PERFORMANCE CLASS,,62,0,50,1230,1400,Auditorium Building,730
,,,,,F,,CHICAGO CAMPUS,10083,PERF,405,1,Day,,ORCH AUDITION WORKSHOP PREP,,100,0,20,900,1000,Auditorium Building,745
,,,,,F,,CHICAGO CAMPUS,14044,PERF,415,1,Day,,ORCHESTRAL AUDITION WORKSHOP,,100,0,20,1000,1145,Auditorium Building,745
,,T,,,,,CHICAGO CAMPUS,10769,PERF,423,1,Day,,ORCHESTRAL SEMINAR I,,94,0,30,1230,1345,Wabash Building,611
,,T,,R,,,CHICAGO CAMPUS,11477,PERF,461,1,Day,,VOCAL COLLAB FOR PIANISTS,,40,0,10,1230,1330,Auditorium Building,907
,,,,,F,,CHICAGO CAMPUS,11378,PERF,463,1,Day,,SEM:INSTRUMNTL COLLAB PIANISTS,,10,0,50,1000,1200,Auditorium Building,956
,,,W,,,,CHICAGO CAMPUS,10640,PERF,481,1,Day,,BUS PRACT FOR PROFESSNL SINGER,,12,0,20,1400,1550,Wabash Building,618
,M,,W,,,,CHICAGO CAMPUS,11604,PHIL,101,1,Day,,INTRODUCTION TO PHILOSOPHY,,45,0,40,930,1045,Wabash Building,616
,,T,,R,,,CHICAGO CAMPUS,14599,PHIL,102,1,Day,,PHILOSOPHIES OF LIFE,,40,0,40,1230,1345,Auditorium Building,811
,,T,,R,,,CHICAGO CAMPUS,14434,PHIL,103,1,Day,,HISTORY OF PHILOSOPHY,,36,0,30,1100,1215,Auditorium Building,326
,M,,W,,,,CHICAGO CAMPUS,14435,PHIL,204,1,Day,,PHILOSOPHY OF RELIGION,,20,0,35,1230,1345,Auditorium Building,720
,,T,,R,,,CHICAGO CAMPUS,10891,PHIL,210,1,Day,,LOGIC,,50,0,40,1230,1345,Auditorium Building,420
,M,,W,,,,CHICAGO CAMPUS,14252,PHSC,103,2,Day,,GLOBAL CLIMATE CHANGE,,76,0,45,1100,1215,Wabash Building,911
,M,,W,,,,CHICAGO CAMPUS,12427,PHSC,105,2,Day,,INTRO TO ENVIRONMENTAL SCI,,78,0,45,930,1045,Wabash Building,1111
,M,,,,,,CHICAGO CAMPUS,13923,PHYS,201,10A,Evening,,PHYS I: MECHANICS &HEAT,,76,0,48,1800,2030,Wabash Building,911
,,,W,,,,CHICAGO CAMPUS,11355,PHYS,201,10B,Evening,,PHYS I: MECHANICS & HEAT-LAB,,24,0,24,1800,2030,Wabash Building,910
,,,,R,,,CHICAGO CAMPUS,11356,PHYS,201,10C,Evening,,PHYS I: MECHANICS & HEAT-LAB,,24,0,24,1850,2120,Wabash Building,910
,M,,,,,,CHICAGO CAMPUS,11357,PHYS,233,10,Evening,,CALC-BASED PHYS I DISCUSSION,,76,0,30,1700,1750,Wabash Building,911
,M,,W,,,,CHICAGO CAMPUS,11866,PIA,206,1,Day,,KBD SKILLS FOR MUS EDUCATOR,,30,0,15,930,1020,Auditorium Building,614
,,T,,R,,,CHICAGO CAMPUS,11336,POS,101,1,Day,,UNITED STATES POLITICS,,50,0,40,1100,1215,Auditorium Building,528
,M,,W,,,,CHICAGO CAMPUS,14600,POS,101,2,Day,,UNITED STATES POLITICS,,50,0,40,1230,1345,Auditorium Building,528
,,T,,R,,,CHICAGO CAMPUS,14399,POS,101,99,Day,,UNITED STATES POLITICS (HON),,32,0,25,1100,1215,Wabash Building,1015
,M,,W,,,,CHICAGO CAMPUS,14405,POS,103,1,Day,,INTRO TO INTERNAT. RELATIONS,,50,0,40,1230,1345,Auditorium Building,420
,,T,,R,,,CHICAGO CAMPUS,11997,POS,390,1,Day,,TOP:ELECTING A PRESIDENT,,32,0,40,1400,1515,Wabash Building,1015
,M,,W,,,,CHICAGO CAMPUS,11321,PSYC,103,1,Day,,INTRODUCTORY PSYCHOLOGY,,94,0,80,1400,1515,Wabash Building,611
,,T,,R,,,CHICAGO CAMPUS,10941,PSYC,103,2,Day,,INTRODUCTORY PSYCHOLOGY,,94,0,40,1100,1215,Wabash Building,611
,M,,W,,,,CHICAGO CAMPUS,14564,PSYC,103,3,Day,,INTRODUCTORY PSYCHOLOGY,,50,0,40,930,1045,Auditorium Building,426
,,T,,R,,,CHICAGO CAMPUS,10942,PSYC,108,1,Day,,HUMAN SEXUALITY,,58,0,40,1400,1515,Wabash Building,1017
,,T,,R,,,CHICAGO CAMPUS,10944,PSYC,200,1,Day,,INTRODUCTORY STATISTICS,,78,0,40,930,1045,Wabash Building,1111
,M,,W,,,,CHICAGO CAMPUS,10946,PSYC,201,1,Day,,ABNORMAL PSYCHOLOGY,,50,0,40,1400,1515,Auditorium Building,320
,,T,,R,,,CHICAGO CAMPUS,14436,PSYC,215,1,Day,,LEARNING & DEV. DISABILITIES,,40,0,40,1100,1215,Auditorium Building,811
,M,,W,,,,CHICAGO CAMPUS,14124,PSYC,220,1,Day,,SOCIAL PSYCHOLOGY,,32,0,40,1100,1215,Wabash Building,1015
,M,,W,,,,CHICAGO CAMPUS,10952,PSYC,285,1,Day,,RESEARCH METHODS,,50,0,40,930,1045,Auditorium Building,320
,M,,W,,,,CHICAGO CAMPUS,14394,PSYC,325,1,Day,,SENSATION AND PERCEPTION,,58,0,40,1230,1345,Wabash Building,1017
,,T,,R,,,CHICAGO CAMPUS,14395,PSYC,333,1,Day,,PSYC OF VIOLENCE,,76,0,40,1400,1515,Wabash Building,911
,,T,,R,,,CHICAGO CAMPUS,14396,PSYC,341,1,Day,,OLDER ADULTHOOD AND AGING,,25,0,40,1230,1345,Auditorium Building,670
,,,W,,,,CHICAGO CAMPUS,14397,PSYC,383,99,Day,,LATINX CHILDREN &FAMILIES(HON),,32,0,25,1400,1630,Wabash Building,1214
,,,,R,,,CHICAGO CAMPUS,10954,PSYC,407,10,Evening,,INTERMEDIATE STATISTICS,,25,0,25,1800,2030,Auditorium Building,1011
